1,0
1,1.15
1,2.3
1,3.45
1,4.6
1,5.75
1,6.9
1,8.05
1,9.2
1,10.35
1,11.5
1,12.65
1,13.8
1,14.95
1,16.1
1,17.25
1,18.4
1,19.55
1,20.7
1,21.85
1,23
1,24.15
1,25.3
2.5,25
4,25
4,23.8
4,22.6
4,21.4
4,20.2
4,19
4,17.8
4,16.6
4,15.4
4,14.2
4,13
4,11.8
4,10.6
4,9.4
4,8.2
4,7
4,5.8
4,4.6
4,3.4
4,2.2
5.5,2
7,3
7,4.3
7,5.6
7,6.9
7,8.2
7,9.5
7,10.8
7,12.1
7,13.4
7,14.7
7,16
7,17.3
7,18.6
7,19.9
7,21.2
7,22.5
7,23.8
8.5,25
10,25
10,24
10,23
10,22
10,21
10,20
10,19
10,18
10,17
10,16
10,15
10,14
10,13
10,12
10,11
10,10
10,9
10,8
10,7
10,6
10,5
10,4
10,3
11.5,2
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,24
